g,eta,CV,Synchrony,State
6.4,1.1428571428571428,0.39336871216061187,110.19921318700925,SR
6.4,1.7142857142857142,0.5119376450960179,154.55344278900816,SR
6.4,2.2857142857142856,0.5636388918515828,195.58513598464657,SR
6.4,2.8571428571428568,0.6083423456776887,298.0918216741859,SR
6.4,3.4285714285714284,0.6873723671669865,433.4473209373388,SR
6.4,4.0,0.8973787595932363,567.9868852256071,SI
6.933333333333334,0.0,0.0,0.0,AR
6.933333333333334,0.5714285714285714,0.0,0.0,AR
6.933333333333334,1.1428571428571428,0.39561478913734516,76.40957689140608,SR
6.933333333333334,1.7142857142857142,0.529898389307216,141.05594132856393,SR
6.933333333333334,2.2857142857142856,0.5908611608610715,163.05722727995186,SR
6.933333333333334,2.8571428571428568,0.6550355311941167,325.13047380469544,SR
6.933333333333334,3.4285714285714284,0.7297219153351133,349.2125385634019,SI
6.933333333333334,4.0,0.9340923479785596,562.4406845060887,SI
7.466666666666667,0.0,0.0,0.0,AR
7.466666666666667,0.5714285714285714,0.0,0.0,AR
7.466666666666667,1.1428571428571428,0.3845498569394834,74.36970263670725,SR
7.466666666666667,1.7142857142857142,0.5265238971464005,102.68020731656523,SR
7.466666666666667,2.2857142857142856,0.6284856212545535,161.80233565023363,SR
7.466666666666667,2.8571428571428568,0.7047021222756625,277.6151382271132,SI
7.466666666666667,3.4285714285714284,0.8262533184245556,382.01927145305126,SI
7.466666666666667,4.0,1.116085994977976,585.1359745214993,SI
8.0,0.0,0.0,0.0,AR
8.0,0.5714285714285714,0.0,0.0,AR
8.0,1.1428571428571428,0.3897680247869679,76.51909497494108,SR
8.0,1.7142857142857142,0.5235174471696029,102.04044814941925,SR
8.0,2.2857142857142856,0.6248534486940274,114.60810651174164,SR
8.0,2.8571428571428568,0.73902072445249,279.6060725722801,SI
8.0,3.4285714285714284,0.8340527234568267,318.68803781345645,SI
8.0,4.0,1.159000998915509,640.2890080083513,SI
